gen,worse,avg,best
0,986.4010416666666,1180.2510423553706,1304.1011235955057
1,986.4010416666666,1221.3485819643527,1304.1011235955057
10,1224.00125,1355.9161098194347,1363.5011764705882
100,1386.900925925926,1413.8760340065062,1413.9012345679014
101,1386.900925925926,1413.8760340065062,1413.9012345679014
102,1386.900925925926,1413.8760340065062,1413.9012345679014
103,1386.900925925926,1413.8760340065062,1413.9012345679014
104,1386.900925925926,1413.8760340065062,1413.9012345679014
105,1386.900925925926,1413.8760340065062,1413.9012345679014
106,1386.900925925926,1413.8760340065062,1413.9012345679014
107,1386.900925925926,1413.8760340065062,1413.9012345679014
108,1386.900925925926,1413.8760340065062,1413.9012345679014
109,1386.900925925926,1413.8760340065062,1413.9012345679014
11,1260.9010752688173,1357.3198794817713,1363.5011764705882
110,1386.900925925926,1413.8760340065062,1413.9012345679014
111,1386.900925925926,1413.8760340065062,1413.9012345679014
112,1386.900925925926,1413.8760340065062,1413.9012345679014
113,1386.900925925926,1413.8760340065062,1413.9012345679014
114,1386.900925925926,1413.8760340065062,1413.9012345679014
115,1386.900925925926,1413.8760340065062,1413.9012345679014
116,1386.900925925926,1413.8760340065062,1413.9012345679014
117,1386.900925925926,1413.8760340065062,1413.9012345679014
118,1386.900925925926,1413.8760340065062,1413.9012345679014
119,1386.900925925926,1413.8760340065062,1413.9012345679014
12,1268.1011235955057,1361.1236538440194,1363.5011764705882
120,1386.900925925926,1413.8760340065062,1413.9012345679014
121,1386.900925925926,1413.8760340065062,1413.9012345679014
122,1409.4010416666667,1413.8859339771154,1413.9012345679014
123,1409.4010416666667,1413.8859339771154,1413.9012345679014
124,1409.4010416666667,1413.8859339771154,1413.9012345679014
125,1409.4010416666667,1413.8859339771154,1413.9012345679014
126,1409.4010416666667,1413.8859339771154,1413.9012345679014
127,1409.4010416666667,1413.8859339771154,1413.9012345679014
128,1409.4010416666667,1413.8859339771154,1413.9012345679014
129,1409.4010416666667,1413.8859339771154,1413.9012345679014
13,1268.1011235955057,1391.177112559326,1413.9012345679014
130,1409.4010416666667,1413.8859339771154,1413.9012345679014
131,1409.4010416666667,1413.8859339771154,1413.9012345679014
132,1409.4010416666667,1413.8859339771154,1413.9012345679014
133,1409.4010416666667,1413.8859339771154,1413.9012345679014
134,1409.4010416666667,1413.8859339771154,1413.9012345679014
135,1409.4010416666667,1413.8859339771154,1413.9012345679014
136,1409.4010416666667,1413.8859339771154,1413.9012345679014
137,1409.4010416666667,1413.8859339771154,1413.9012345679014
138,1409.4010416666667,1413.8859339771154,1413.9012345679014
139,1409.4010416666667,1413.8859339771154,1413.9012345679014
14,1278.0010752688172,1391.1940324577422,1413.9012345679014
140,1409.4010416666667,1413.8859339771154,1413.9012345679014
141,1409.4010416666667,1413.8859339771154,1413.9012345679014
142,1409.4010416666667,1413.8859339771154,1413.9012345679014
143,1409.4010416666667,1413.8859339771154,1413.9012345679014
144,1409.4010416666667,1413.8859339771154,1413.9012345679014
145,1409.4010416666667,1413.8859339771154,1413.9012345679014
146,1409.4010416666667,1413.8859339771154,1413.9012345679014
147,1409.4010416666667,1413.8859339771154,1413.9012345679014
148,1409.4010416666667,1413.8859339771154,1413.9012345679014
149,1409.4010416666667,1413.8859339771154,1413.9012345679014
15,1278.0010752688172,1408.4761193328902,1413.9012345679014
150,1409.4010416666667,1413.8859339771154,1413.9012345679014
151,1409.4010416666667,1413.8859339771154,1413.9012345679014
152,1409.4010416666667,1413.8859339771154,1413.9012345679014
153,1409.4010416666667,1413.8859339771154,1413.9012345679014
154,1409.4010416666667,1413.8859339771154,1413.9012345679014
155,1409.4010416666667,1413.8859339771154,1413.9012345679014
156,1409.4010416666667,1413.8859339771154,1413.9012345679014
157,1409.4010416666667,1413.8859339771154,1413.9012345679014
158,1409.4010416666667,1413.8859339771154,1413.9012345679014
159,1409.4010416666667,1413.8859339771154,1413.9012345679014
16,1305.9011111111113,1412.8334735453031,1413.9012345679014
160,1409.4010416666667,1413.8859339771154,1413.9012345679014
161,1409.4010416666667,1413.8859339771154,1413.9012345679014
162,1409.4010416666667,1413.8859339771154,1413.9012345679014
163,1409.4010416666667,1413.8859339771154,1413.9012345679014
164,1409.4010416666667,1413.8859339771154,1413.9012345679014
165,1409.4010416666667,1413.8859339771154,1413.9012345679014
166,1409.4010416666667,1413.8859339771154,1413.9012345679014
167,1409.4010416666667,1413.8859339771154,1413.9012345679014
168,1409.4010416666667,1413.8859339771154,1413.9012345679014
169,1409.4010416666667,1413.8859339771154,1413.9012345679014
17,1349.1012820512822,1412.9727931974019,1413.9012345679014
170,1409.4010416666667,1413.8859339771154,1413.9012345679014
171,1409.4010416666667,1413.8859339771154,1413.9012345679014
172,1413.9012345679014,1413.901234567743,1413.9012345679014
173,1348.201030927835,1408.6304466416627,1413.9012345679014
174,1348.201030927835,1407.5746460257308,1413.9012345679014
175,1348.201030927835,1411.6193288420711,1413.9012345679014
176,1348.201030927835,1412.3073130726636,1413.9012345679014
177,1348.201030927835,1412.3073130726636,1413.9012345679014
178,1348.201030927835,1412.3073130726636,1413.9012345679014
179,1348.201030927835,1412.3073130726636,1413.9012345679014
18,1363.5011764705882,1413.7103442816128,1413.9012345679014
180,1348.201030927835,1412.3073130726636,1413.9012345679014
181,1348.201030927835,1429.1917092868296,1441.8009615384615
182,1348.201030927835,1438.6754681352495,1441.8009615384615
183,1413.9012345679014,1441.614963358847,1441.8009615384615
184,1413.9012345679014,1440.60697775264,1441.8009615384615
185,1377.9011363636364,1439.5112942417131,1441.8009615384615
186,1377.9011363636364,1439.986644155367,1441.8009615384615
187,1375.2011111111112,1439.9348105455713,1441.8009615384615
188,1428.301030927835,1441.7094620089642,1441.8009615384615
189,1422.901030927835,1440.235990449618,1441.8009615384615
19,1363.5011764705882,1413.7103442816128,1413.9012345679014
190,1386.0008928571428,1439.184838226746,1441.8009615384615
