gen,worse,avg,best
0,112.71011235955056,140.07265764429874,159.4076271186441
1,112.71011235955056,140.64815814058986,159.4076271186441
10,148.40942408376964,162.98217604390572,168.00857142857143
100,171.9075630252101,187.39812529868868,188.20782608695654
101,175.5075630252101,187.40431685942715,188.20782608695654
102,175.5075630252101,187.4050573205063,188.20782608695654
103,183.50775862068966,187.9097503172587,188.20782608695654
104,174.3075630252101,186.8095734039362,188.20782608695654
105,174.3075630252101,187.07623767009036,188.20782608695654
106,174.3075630252101,187.34525740777636,188.20782608695654
107,171.2091836734694,187.34202954745743,188.20782608695654
108,171.2091836734694,187.34049576035991,188.20782608695654
109,174.3075630252101,187.35336986208858,188.20782608695654
11,148.40942408376964,166.79706168969344,168.00857142857143
110,175.30720000000002,187.35376971687845,188.20782608695654
111,175.30720000000002,187.36914925295426,188.20782608695654
112,175.30720000000002,187.36938930218503,188.20782608695654
113,177.70769230769233,187.3701996825446,188.20782608695654
114,178.60676691729324,187.37029969592254,188.20782608695654
115,178.60676691729324,187.37029969592254,188.20782608695654
116,178.60676691729324,187.37029969592254,188.20782608695654
117,178.60676691729324,187.37029969592254,188.20782608695654
118,179.70769230769233,187.37050977508366,188.20782608695654
119,179.70769230769233,187.37050977508366,188.20782608695654
12,148.40942408376964,170.5143100083987,173.30796460176992
120,179.70769230769233,187.37050977508366,188.20782608695654
121,179.70769230769233,187.37050977508366,188.20782608695654
122,179.70769230769233,187.37050977508366,188.20782608695654
123,179.80782608695654,187.38048461128378,188.20782608695654
124,179.80782608695654,187.38048461128378,188.20782608695654
125,179.80782608695654,187.38048461128378,188.20782608695654
126,179.80782608695654,187.38048461128378,188.20782608695654
127,180.90818181818182,187.382203726146,188.20782608695654
128,180.90818181818182,187.382203726146,188.20782608695654
129,180.90818181818182,187.382203726146,188.20782608695654
13,148.40942408376964,173.49091543758158,175.70796460176993
130,180.90818181818182,187.382203726146,188.20782608695654
131,181.4078947368421,187.6571870613266,188.20782608695654
132,181.4078947368421,187.6571870613266,188.20782608695654
133,181.4078947368421,187.6571870613266,188.20782608695654
134,181.4078947368421,187.6571870613266,188.20782608695654
135,181.4078947368421,187.6571870613266,188.20782608695654
136,181.4078947368421,187.6571870613266,188.20782608695654
137,181.4078947368421,187.6571870613266,188.20782608695654
138,181.4078947368421,187.6571870613266,188.20782608695654
139,181.4078947368421,187.6571870613266,188.20782608695654
14,148.40942408376964,176.63725946046372,179.0078947368421
140,181.4078947368421,187.6571870613266,188.20782608695654
141,181.4078947368421,187.6571870613266,188.20782608695654
142,181.4078947368421,187.6571870613266,188.20782608695654
143,181.4078947368421,187.6571870613266,188.20782608695654
144,181.4078947368421,187.6571870613266,188.20782608695654
145,181.4078947368421,187.6571870613266,188.20782608695654
146,181.4078947368421,187.6571870613266,188.20782608695654
147,181.4078947368421,187.6571870613266,188.20782608695654
148,181.4078947368421,187.6571870613266,188.20782608695654
149,181.4078947368421,187.6571870613266,188.20782608695654
15,148.40942408376964,181.72485043467515,185.5078947368421
150,181.4078947368421,187.6571870613266,188.20782608695654
151,181.4078947368421,187.6571870613266,188.20782608695654
152,181.4078947368421,187.6571870613266,188.20782608695654
153,181.4078947368421,187.6571870613266,188.20782608695654
154,181.4078947368421,187.6571870613266,188.20782608695654
155,181.4078947368421,187.6571870613266,188.20782608695654
156,181.4078947368421,187.6571870613266,188.20782608695654
157,181.4078947368421,187.6571870613266,188.20782608695654
158,181.4078947368421,187.6571870613266,188.20782608695654
159,186.00782608695653,187.90978365808832,188.20782608695654
16,154.30932642487048,184.60627180017698,185.5078947368421
160,180.60849056603774,187.324038632307,188.20782608695654
161,174.6075630252101,187.1006065809794,188.20782608695654
162,174.20725806451614,187.0528868755569,188.20782608695654
163,171.9076271186441,187.04834329762988,188.20782608695654
164,171.9076271186441,187.04864313584247,188.20782608695654
165,174.20725806451614,187.14434402248813,188.20782608695654
166,174.20725806451614,187.14434402248813,188.20782608695654
167,174.20725806451614,187.14434402248813,188.20782608695654
168,174.20725806451614,187.39795348005438,188.20782608695654
169,175.80775862068967,187.39847358878862,188.20782608695654
17,157.60882352941178,184.71297424132484,185.5078947368421
170,175.80775862068967,187.39847358878862,188.20782608695654
171,175.80775862068967,187.39847358878862,188.20782608695654
172,175.80775862068967,187.39847358878862,188.20782608695654
173,175.80775862068967,187.39847358878862,188.20782608695654
174,175.80775862068967,187.39847358878862,188.20782608695654
175,175.80775862068967,187.39847358878862,188.20782608695654
176,175.80775862068967,187.39847358878862,188.20782608695654
177,175.80775862068967,187.39847358878862,188.20782608695654
178,175.80775862068967,187.39928343862178,188.20782608695654
179,175.80775862068967,187.39928343862178,188.20782608695654
18,168.00857142857143,185.23695995490834,185.5078947368421
180,175.80775862068967,187.39928343862178,188.20782608695654
181,180.00697674418603,187.51633807246412,188.20782608695654
182,180.00697674418603,187.9069538009668,188.20782608695654
183,180.50731707317073,187.9070038349997,188.20782608695654
184,180.50731707317073,187.9070038349997,188.20782608695654
185,180.60849056603774,187.90875334670716,188.20782608695654
186,187.80825688073395,188.05985229094495,188.20782608695654
187,178.70873786407768,187.31934046709264,188.20782608695654
188,178.70873786407768,187.2275355421851,188.20782608695654
189,176.00825688073394,187.1859909754846,188.20782608695654
19,168.30833333333334,185.23698993409675,185.5078947368421
190,173.30857142857144,187.17488903984705,188.20782608695654
191,173.30857142857144,187.18323907960263,188.20782608695654
192,177.20782608695654,187.1848285742747,188.20782608695654
193,177.20782608695654,187.1848285742747,188.20782608695654
194,177.20782608695654,187.1848285742747,188.20782608695654
195,177.20782608695654,187.21633518658544,188.20782608695654
196,177.20782608695654,187.21633518658544,188.20782608695654
197,177.20782608695654,187.21633518658544,188.20782608695654
198,177.20782608695654,187.21633518658544,188.20782608695654
199,177.90833333333333,187.47083131542752,188.20782608695654
2,112.71011235955056,144.31685357322905,159.4076271186441
20,168.30833333333334,185.39308288059436,185.5078947368421
200,177.90833333333333,187.47083131542752,188.20782608695654
201,177.90833333333333,187.47083131542752,188.20782608695654
202,177.90833333333333,187.47083131542752,188.20782608695654
203,177.90833333333333,187.47083131542752,188.20782608695654
204,178.70873786407768,187.69296235285142,188.20782608695654
205,178.70873786407768,187.69296235285142,188.20782608695654
206,178.70873786407768,187.69296235285142,188.20782608695654
207,178.70873786407768,187.69296235285142,188.20782608695654
208,178.70873786407768,187.69296235285142,188.20782608695654
209,178.70873786407768,187.69296235285142,188.20782608695654
21,168.30833333333334,185.39308288059436,185.5078947368421
210,179.7084112149533,187.6953899493184,188.20782608695654
211,179.7084112149533,187.6953899493184,188.20782608695654
212,179.7084112149533,187.6953899493184,188.20782608695654
213,179.7084112149533,187.6953899493184,188.20782608695654
214,179.7084112149533,187.6953899493184,188.20782608695654
215,179.7084112149533,187.6953899493184,188.20782608695654
216,180.60731707317075,187.72415219011324,188.20782608695654
217,180.60731707317075,187.72415219011324,188.20782608695654
218,180.60731707317075,187.72415219011324,188.20782608695654
219,180.60731707317075,187.72415219011324,188.20782608695654
22,174.8075,185.39373279726104,185.5078947368421
220,180.60731707317075,187.72415219011324,188.20782608695654
221,181.3075630252101,187.72450231308926,188.20782608695654
222,181.3075630252101,187.72450231308926,188.20782608695654
223,181.3075630252101,187.72450231308926,188.20782608695654
224,181.3075630252101,187.72450231308926,188.20782608695654
225,181.3075630252101,187.72450231308926,188.20782608695654
226,181.3075630252101,187.72450231308926,188.20782608695654
227,181.3075630252101,187.72450231308926,188.20782608695654
228,181.3075630252101,187.72450231308926,188.20782608695654
229,181.3075630252101,187.72621228787915,188.20782608695654
23,175.2075,185.39377279726105,185.5078947368421
230,181.3075630252101,187.72621228787915,188.20782608695654
231,181.3075630252101,187.72631228787915,188.20782608695654
232,183.2075,187.7815559302662,188.20782608695654
233,185.40725806451613,188.05954111672023,188.20782608695654
234,177.90769230769232,187.24320260514645,188.20782608695654
235,177.90769230769232,187.45376800007458,188.20782608695654
236,177.90769230769232,187.57741668449518,188.20782608695654
237,177.90769230769232,187.5821507793086,188.20782608695654
238,177.90769230769232,187.5821507793086,188.20782608695654
239,177.10708661417326,187.58110327289208,188.20782608695654
24,175.2075,185.39377279726105,185.5078947368421
240,183.50865384615383,188.05901898647124,188.20782608695654
241,180.00725806451612,187.42671627047952,188.20782608695654
242,168.50708661417323,187.05637619991288,188.20782608695654
243,168.50708661417323,187.46356884640508,188.20782608695654
244,168.50708661417323,187.51585948976012,188.20782608695654
245,168.50708661417323,187.5192801165528,188.20782608695654
246,177.70714285714288,187.52013891407546,188.20782608695654
247,177.70714285714288,187.52013891407546,188.20782608695654
248,177.70714285714288,187.52013891407546,188.20782608695654
249,177.70714285714288,187.52556867935172,188.20782608695654
25,176.70782608695654,186.99134845069892,188.20782608695654
250,177.70714285714288,187.52556867935172,188.20782608695654
251,177.70714285714288,187.52556867935172,188.20782608695654
252,177.70714285714288,187.52556867935172,188.20782608695654
253,179.90803571428572,187.52604901263393,188.20782608695654
254,179.90803571428572,187.52604901263393,188.20782608695654
255,179.90803571428572,187.52604901263393,188.20782608695654
256,179.90803571428572,187.52604901263393,188.20782608695654
257,179.90803571428572,187.52604901263393,188.20782608695654
258,179.90803571428572,187.52604901263393,188.20782608695654
259,179.90803571428572,187.52604901263393,188.20782608695654
26,179.40769230769232,186.9942881954619,188.20782608695654
260,179.90803571428572,187.52604901263393,188.20782608695654
261,179.90803571428572,187.52604901263393,188.20782608695654
262,180.60825688073396,187.5265787252001,188.20782608695654
263,180.60825688073396,187.5265787252001,188.20782608695654
264,180.60825688073396,187.5265787252001,188.20782608695654
265,180.60825688073396,187.5265787252001,188.20782608695654
266,181.40743801652894,188.05533398079396,188.20782608695654
