gen,worse,avg,best
0,273.5087209302326,325.51498687984673,358.5097402597403
1,273.5087209302326,330.22339706852114,358.5097402597403
10,308.75986842105266,349.7287172207811,358.5097402597403
100,346.0075,361.21728225917235,362.50925925925924
101,346.0078947368421,361.2196854603925,362.50925925925924
102,346.0078947368421,361.2196854603925,362.50925925925924
103,346.0078947368421,361.2196854603925,362.50925925925924
104,346.0078947368421,361.2196854603925,362.50925925925924
105,352.00773195876286,362.4992812551671,362.50925925925924
106,351.75882352941176,361.6144637753079,362.50925925925924
107,360.758064516129,362.507501031646,362.50925925925924
108,344.5087209302326,361.0463454514548,362.50925925925924
109,342.25824175824175,360.6615288697861,362.50925925925924
11,332.2584269662921,351.56816089268716,358.5097402597403
110,339.00757575757575,360.5900207688459,362.50925925925924
111,339.00757575757575,360.5792273876641,362.50925925925924
112,325.5086206896552,360.57221326632447,362.50925925925924
113,325.5086206896552,360.5778205211387,362.50925925925924
114,340.2597402597403,361.79906883038205,362.50925925925924
115,340.2597402597403,361.79906883038205,362.50925925925924
116,340.2597402597403,361.86367179602047,362.50925925925924
117,342.25824175824175,361.89436711742354,362.50925925925924
118,342.25824175824175,361.89436711742354,362.50925925925924
119,344.5087209302326,361.89496701835867,362.50925925925924
12,341.7590361445783,352.49271278870617,358.5097402597403
120,344.5087209302326,361.89496701835867,362.50925925925924
121,344.5087209302326,361.89496701835867,362.50925925925924
122,344.5087209302326,361.89496701835867,362.50925925925924
123,345.2584269662921,362.2316379858305,362.50925925925924
124,345.2584269662921,362.2316379858305,362.50925925925924
125,345.2584269662921,362.2316379858305,362.50925925925924
126,345.2584269662921,362.2316379858305,362.50925925925924
127,345.2584269662921,362.2316379858305,362.50925925925924
128,347.75882352941176,362.2329128272052,362.50925925925924
129,348.5084269662921,362.2329877875489,362.50925925925924
13,341.7590361445783,352.49271278870617,358.5097402597403
130,348.5084269662921,362.2329877875489,362.50925925925924
131,348.5084269662921,362.2355153261728,362.50925925925924
132,348.5084269662921,362.2355153261728,362.50925925925924
133,348.5084269662921,362.2355153261728,362.50925925925924
134,348.5084269662921,362.2355153261728,362.50925925925924
135,348.5084269662921,362.2355153261728,362.50925925925924
136,349.759375,362.24068668185646,362.50925925925924
137,349.759375,362.24068668185646,362.50925925925924
138,349.759375,362.24068668185646,362.50925925925924
139,349.759375,362.24068668185646,362.50925925925924
14,341.7590361445783,352.7378257995079,358.5097402597403
140,349.759375,362.24068668185646,362.50925925925924
141,349.759375,362.24068668185646,362.50925925925924
142,351.5079787234043,362.27739484779255,362.50925925925924
143,351.5079787234043,362.27739484779255,362.50925925925924
144,355.00852272727275,362.27844501099366,362.50925925925924
145,355.00852272727275,362.27844501099366,362.50925925925924
146,355.00852272727275,362.27844501099366,362.50925925925924
147,355.00852272727275,362.27844501099366,362.50925925925924
148,355.00852272727275,363.1235152127926,363.75824175824175
149,355.75815217391306,363.12359017573726,363.75824175824175
15,342.50961538461536,352.7427240614765,358.5097402597403
150,358.5083333333333,363.60228782540594,363.75824175824175
151,359.50882352941176,363.72786200026565,363.75824175824175
152,359.50882352941176,363.72786200026565,363.75824175824175
153,359.50882352941176,363.72786200026565,363.75824175824175
154,359.50882352941176,363.72786200026565,363.75824175824175
155,359.50882352941176,363.72786200026565,363.75824175824175
156,359.50882352941176,363.72786200026565,363.75824175824175
157,359.50882352941176,363.72786200026565,363.75824175824175
158,359.50882352941176,363.72786200026565,363.75824175824175
159,359.50882352941176,363.72786200026565,363.75824175824175
16,342.50961538461536,352.7427240614765,358.5097402597403
160,359.50882352941176,364.17322405445196,364.50815217391306
161,359.50882352941176,364.17322405445196,364.50815217391306
162,359.50882352941176,365.07632328628546,365.7579787234043
163,360.5083333333333,365.5863526746704,365.7579787234043
164,360.5083333333333,365.5863526746704,365.7579787234043
165,363.75824175824175,365.6390490637492,365.7579787234043
166,363.75824175824175,365.7355922524102,365.7579787234043
167,363.75824175824175,365.75298164414545,365.7579787234043
168,363.75824175824175,365.75298164414545,365.7579787234043
169,363.75824175824175,365.75298164414545,365.7579787234043
