gen,worse,avg,best
0,271.75824175824175,332.2053224186445,364.00961538461536
1,271.75824175824175,347.2386736246246,368.2576923076923
10,376.0072463768116,395.9870610123684,396.75887573964496
100,396.5077720207254,407.40750888134085,408.0077720207254
101,396.5077720207254,407.40750888134085,408.0077720207254
102,396.5077720207254,407.40750888134085,408.0077720207254
103,396.5077720207254,407.52383994153246,408.0077720207254
104,396.5077720207254,407.52383994153246,408.0077720207254
105,396.5077720207254,407.52383994153246,408.0077720207254
106,396.5077720207254,407.52383994153246,408.0077720207254
107,396.5077720207254,407.52383994153246,408.0077720207254
108,396.5077720207254,407.52383994153246,408.0077720207254
109,396.5077720207254,407.52383994153246,408.0077720207254
11,376.0072463768116,396.0040135497885,396.75887573964496
110,396.5077720207254,407.52383994153246,408.0077720207254
111,396.5077720207254,407.52383994153246,408.0077720207254
112,396.5077720207254,407.52383994153246,408.0077720207254
113,396.5077720207254,407.52383994153246,408.0077720207254
114,396.5077720207254,407.52383994153246,408.0077720207254
115,396.5077720207254,407.52383994153246,408.0077720207254
116,396.5077720207254,407.52383994153246,408.0077720207254
117,396.5077720207254,407.52383994153246,408.0077720207254
118,396.5077720207254,407.52383994153246,408.0077720207254
119,396.5077720207254,407.52383994153246,408.0077720207254
12,376.0072463768116,399.1333069543172,401.5080213903743
120,396.5077720207254,407.52383994153246,408.0077720207254
121,396.5077720207254,407.52383994153246,408.0077720207254
122,396.5077720207254,407.52383994153246,408.0077720207254
123,396.5077720207254,407.52383994153246,408.0077720207254
124,396.5077720207254,407.52383994153246,408.0077720207254
125,396.5077720207254,407.5238649496707,408.0077720207254
126,396.5077720207254,407.5238649496707,408.0077720207254
127,396.5077720207254,407.5238649496707,408.0077720207254
128,396.5077720207254,407.5238649496707,408.0077720207254
129,396.5077720207254,407.5238649496707,408.0077720207254
13,385.5079365079365,399.1342570233303,401.5080213903743
130,396.5077720207254,407.5238649496707,408.0077720207254
131,396.5077720207254,407.5238649496707,408.0077720207254
132,396.5077720207254,407.5238649496707,408.0077720207254
133,396.5077720207254,407.5238649496707,408.0077720207254
134,396.5077720207254,407.5238649496707,408.0077720207254
135,396.5077720207254,407.5238649496707,408.0077720207254
136,396.5077720207254,407.5238649496707,408.0077720207254
137,396.5077720207254,407.5238649496707,408.0077720207254
138,396.5077720207254,407.5238649496707,408.0077720207254
139,396.5077720207254,407.5238649496707,408.0077720207254
14,385.5079365079365,399.1342570233303,401.5080213903743
140,396.5077720207254,407.5238649496707,408.0077720207254
141,396.5077720207254,407.5238649496707,408.0077720207254
142,396.5077720207254,407.5238649496707,408.0077720207254
143,396.5077720207254,407.5238649496707,408.0077720207254
144,399.7575,407.55241170052614,408.0077720207254
145,399.7575,407.55241170052614,408.0077720207254
146,399.7575,407.55241170052614,408.0077720207254
147,399.7575,407.55241170052614,408.0077720207254
148,399.7575,407.55241170052614,408.0077720207254
149,399.7575,407.55241170052614,408.0077720207254
15,385.5079365079365,399.1342570233303,401.5080213903743
150,399.7575,407.55241170052614,408.0077720207254
151,399.7575,407.55241170052614,408.0077720207254
152,399.7575,407.55241170052614,408.0077720207254
153,399.7575,407.55241170052614,408.0077720207254
154,399.7575,407.55241170052614,408.0077720207254
155,399.7575,407.55241170052614,408.0077720207254
156,399.7575,407.55241170052614,408.0077720207254
157,399.7575,407.55241170052614,408.0077720207254
158,399.7575,407.55241170052614,408.0077720207254
159,399.7575,407.55241170052614,408.0077720207254
16,395.0080213903743,399.59611535916304,401.5080213903743
160,399.7575,407.55241170052614,408.0077720207254
161,399.7575,407.55241170052614,408.0077720207254
162,399.7575,407.55241170052614,408.0077720207254
163,399.7575,407.55241170052614,408.0077720207254
164,399.7575,407.55241170052614,408.0077720207254
165,399.7575,407.55241170052614,408.0077720207254
166,399.7575,407.55241170052614,408.0077720207254
167,399.7575,407.55241170052614,408.0077720207254
168,399.7575,407.55241170052614,408.0077720207254
169,399.7575,407.55241170052614,408.0077720207254
17,377.50704225352115,397.81157273566527,401.5080213903743
